Game,PlayerFinalHandSum,DealerFinalHandSum,PlayerNumCards,DealerNumCards,DealerVisibleCard,PlayerActions,PlayerHandProgression,Outcome
8699,22,21,3,2,1,Hit,12,Loss
8700,23,20,5,2,10,Hit Hit Hit,16 19 14,Loss
8701,21,17,2,3,4,Stick,21,Win
8702,28,20,3,2,10,Hit,18,Loss
8703,17,26,3,5,7,Hit Stick,11 17,Win
8704,20,22,2,4,4,Stick,20,Win
8705,17,22,4,3,10,Hit Hit Stick,16 17 17,Win
8706,23,17,3,2,10,Hit,13,Loss
8707,16,17,2,2,10,Stick,16,Loss
8708,19,22,2,3,6,Stick,19,Win
8709,26,21,4,2,1,Hit Hit,14 16,Loss
8710,14,20,4,3,8,Hit Hit Stick,10 13 14,Loss
8711,23,17,3,2,7,Hit,13,Loss
8712,16,17,2,3,10,Stick,16,Loss
8713,23,10,4,2,7,Hit Hit,17 13,Loss
8714,20,19,2,4,1,Stick,20,Win
8715,15,24,2,3,8,Stick,15,Win
8716,19,24,2,3,4,Stick,19,Win
8717,15,19,2,3,10,Stick,15,Loss
8718,21,19,3,4,3,Hit Stick,12 21,Win
8719,19,25,2,4,2,Stick,19,Win
8720,20,17,2,2,10,Stick,20,Win
8721,17,18,3,3,5,Hit Stick,7 17,Loss
8722,22,20,3,2,10,Hit,12,Loss
8723,21,17,3,2,1,Hit Stick,11 21,Win
8724,20,26,3,3,10,Hit Stick,15 20,Win
8725,22,18,3,2,9,Hit,12,Loss
8726,13,22,3,3,8,Hit Stick,11 13,Win
8727,17,18,2,3,5,Stick,17,Loss
8728,19,20,2,2,10,Stick,19,Loss
8729,20,20,2,4,2,Stick,20,Draw
8730,20,18,4,2,8,Hit Hit Stick,7 16 20,Win
8731,12,21,2,3,4,Stick,12,Loss
8732,19,19,2,3,3,Stick,19,Draw
8733,26,20,5,2,10,Hit Hit Hit,13 19 16,Loss
8734,20,20,2,2,10,Stick,20,Draw
8735,13,19,2,3,6,Stick,13,Loss
8736,19,17,3,2,10,Hit Stick,9 19,Win
8737,19,22,6,4,10,Hit Hit Hit Hit Stick,13 19 14 15 19,Win
8738,19,18,2,2,10,Stick,19,Win
8739,18,19,2,5,1,Stick,18,Loss
8740,18,23,2,3,6,Stick,18,Win
8741,13,22,3,4,10,Hit Stick,11 13,Win
8742,26,21,3,2,1,Hit,16,Loss
8743,19,25,2,3,10,Stick,19,Win
8744,16,22,2,3,7,Stick,16,Win
8745,26,20,4,2,10,Hit Hit,11 16,Loss
8746,14,17,2,4,10,Stick,14,Loss
8747,15,24,3,3,9,Hit Stick,9 15,Win
8748,14,21,2,3,7,Stick,14,Loss
8749,16,20,4,3,9,Hit Hit Stick,10 13 16,Loss
8750,28,20,3,2,10,Hit,19,Loss
8751,22,19,3,2,9,Hit,17,Loss
8752,21,18,2,3,2,Stick,21,Win
8753,21,26,2,4,10,Stick,21,Win
8754,17,18,2,4,3,Stick,17,Loss
8755,21,17,4,4,2,Hit Hit Stick,6 17 21,Win
8756,16,18,2,3,3,Stick,16,Loss
8757,17,25,2,3,6,Stick,17,Win
8758,12,22,2,4,9,Stick,12,Win
8759,21,20,3,2,10,Hit Stick,14 21,Win
8760,22,20,4,2,10,Hit Hit,12 14,Loss
8761,22,7,3,2,5,Hit,12,Loss
8762,18,17,3,4,3,Hit Stick,13 18,Win
8763,21,19,2,3,10,Stick,21,Win
8764,21,21,2,3,2,Stick,21,Draw
8765,20,18,2,3,6,Stick,20,Win
8766,18,18,2,2,10,Stick,18,Draw
8767,13,26,2,3,6,Stick,13,Win
8768,19,17,3,2,7,Hit Stick,8 19,Win
8769,19,17,3,2,7,Hit Stick,10 19,Win
8770,19,22,2,3,2,Stick,19,Win
8771,20,17,4,2,7,Hit Hit Stick,12 13 20,Win
8772,20,21,2,3,6,Stick,20,Loss
8773,21,19,2,4,5,Stick,21,Win
8774,22,17,3,2,7,Hit,14,Loss
8775,19,19,2,2,10,Stick,19,Draw
8776,14,24,2,4,4,Stick,14,Win
8777,16,21,3,4,4,Hit Stick,8 16,Loss
8778,21,25,2,3,5,Stick,21,Win
8779,19,17,2,2,6,Stick,19,Win
8780,23,10,4,2,7,Hit Hit,11 13,Loss
8781,22,17,3,2,10,Hit,12,Loss
8782,15,24,2,4,3,Stick,15,Win
8783,18,17,3,3,10,Hit Stick,12 18,Win
8784,16,17,3,3,4,Hit Stick,7 16,Loss
8785,20,18,2,4,2,Stick,20,Win
8786,17,21,3,3,3,Hit Stick,7 17,Loss
8787,23,10,3,2,3,Hit,13,Loss
8788,20,17,2,3,6,Stick,20,Win
8789,19,19,2,2,10,Stick,19,Draw
8790,21,21,3,2,1,Hit Stick,15 21,Draw
8791,21,21,3,3,7,Hit Stick,13 21,Draw
8792,23,15,3,2,5,Hit,13,Loss
8793,24,19,4,2,8,Hit Hit,8 15,Loss
8794,17,24,2,3,10,Stick,17,Win
8795,21,24,2,3,4,Stick,21,Win
8796,21,20,4,2,10,Hit Hit Stick,10 19 21,Win
