Game,PlayerFinalHandSum,DealerFinalHandSum,PlayerNumCards,DealerNumCards,DealerVisibleCard,PlayerActions,PlayerHandProgression,Outcome
8643,22,8,3,2,2,Hit,13,Loss
8644,24,16,3,2,10,Hit,14,Loss
8645,17,24,2,3,10,Stick,17,Win
8646,16,21,2,3,3,Stick,16,Loss
8647,16,17,5,2,10,Hit Hit Hit Stick,5 10 14 16,Loss
8648,20,21,3,2,10,Hit Stick,13 20,Loss
8649,17,18,4,2,10,Hit Hit Stick,10 15 17,Loss
8650,15,21,2,4,4,Stick,15,Loss
8651,22,8,3,2,6,Hit,12,Loss
8652,20,17,3,2,8,Hit Stick,10 20,Win
8653,17,23,2,3,5,Stick,17,Win
8654,17,19,2,3,10,Stick,17,Loss
8655,21,19,2,2,10,Stick,21,Win
8656,20,17,2,4,5,Stick,20,Win
8657,14,17,3,4,9,Hit Stick,11 14,Loss
8658,21,20,4,2,10,Hit Hit Stick,14 14 21,Win
8659,24,20,4,2,10,Hit Hit,11 17,Loss
8660,19,18,3,2,8,Hit Stick,9 19,Win
8661,19,18,2,3,8,Stick,19,Win
8662,20,21,2,2,10,Stick,20,Loss
8663,20,22,2,3,2,Stick,20,Win
8664,20,17,2,3,8,Stick,20,Win
8665,17,26,3,4,4,Hit Stick,7 17,Win
8666,18,19,3,3,8,Hit Stick,12 18,Loss
8667,17,25,3,3,10,Hit Stick,11 17,Win
8668,19,21,3,2,10,Hit Stick,12 19,Loss
8669,19,17,4,4,4,Hit Hit Stick,9 11 19,Win
8670,18,19,2,4,7,Stick,18,Loss
8671,19,17,3,3,3,Hit Stick,14 19,Win
8672,20,21,2,2,10,Stick,20,Loss
8673,25,8,3,2,2,Hit,15,Loss
8674,23,20,3,2,10,Hit,14,Loss
8675,19,22,2,3,3,Stick,19,Win
8676,24,19,5,2,9,Hit Hit Hit,14 16 17,Loss
8677,12,24,2,3,6,Stick,12,Win
8678,16,22,3,4,3,Hit Stick,12 16,Win
8679,13,24,3,3,5,Hit Stick,4 13,Win
8680,29,20,3,2,10,Hit,19,Loss
8681,20,18,2,2,8,Stick,20,Win
8682,12,17,2,3,7,Stick,12,Loss
8683,16,18,3,3,2,Hit Stick,9 16,Loss
8684,14,21,2,3,10,Stick,14,Loss
8685,15,23,2,3,6,Stick,15,Win
8686,23,17,3,2,7,Hit,13,Loss
8687,20,21,2,4,10,Stick,20,Loss
8688,17,19,3,3,7,Hit Stick,12 17,Loss
8689,23,12,4,2,2,Hit Hit,14 15,Loss
8690,13,22,2,4,6,Stick,13,Win
8691,19,21,2,3,10,Stick,19,Loss
8692,15,22,2,4,9,Stick,15,Win
8693,27,20,3,2,10,Hit,17,Loss
8694,20,17,2,2,7,Stick,20,Win
8695,17,18,4,3,6,Hit Hit Stick,12 13 17,Loss
8696,21,18,2,3,3,Stick,21,Win
8697,12,23,2,3,10,Stick,12,Win
8698,15,20,2,3,10,Stick,15,Loss
8699,21,20,4,2,10,Hit Hit Stick,5 11 21,Win
8700,16,17,4,3,6,Hit Hit Stick,6 8 16,Loss
8701,24,16,3,2,9,Hit,14,Loss
8702,24,20,5,2,10,Hit Hit Hit,5 13 14,Loss
8703,20,17,2,3,1,Stick,20,Win
8704,20,19,2,4,5,Stick,20,Win
8705,25,17,3,2,10,Hit,15,Loss
8706,17,18,4,2,1,Hit Hit Stick,10 14 17,Loss
8707,21,17,2,3,5,Stick,21,Win
8708,14,21,2,3,6,Stick,14,Loss
8709,20,17,4,2,7,Hit Hit Stick,9 11 20,Win
8710,21,25,4,3,9,Hit Hit Stick,8 10 21,Win
8711,20,18,2,3,3,Stick,20,Win
8712,20,19,2,3,5,Stick,20,Win
8713,16,18,2,3,3,Stick,16,Loss
8714,20,17,3,2,10,Hit Stick,10 20,Win
8715,20,22,2,4,9,Stick,20,Win
8716,20,21,2,2,1,Stick,20,Loss
8717,26,20,3,2,1,Hit,16,Loss
8718,17,18,3,2,8,Hit Stick,12 17,Loss
8719,15,19,3,3,6,Hit Stick,11 15,Loss
8720,19,18,3,5,7,Hit Stick,9 19,Win
8721,21,22,2,3,2,Stick,21,Win
8722,17,20,3,3,10,Hit Stick,10 17,Loss
8723,19,20,2,2,10,Stick,19,Loss
8724,20,21,2,4,3,Stick,20,Loss
8725,25,17,4,2,8,Hit Hit,14 15,Loss
8726,20,18,3,2,7,Hit Stick,12 20,Win
8727,16,21,3,3,6,Hit Stick,13 16,Loss
8728,18,19,4,2,9,Hit Hit Stick,5 9 18,Loss
8729,22,21,3,2,1,Hit,17,Loss
8730,15,22,3,3,10,Hit Stick,10 15,Win
8731,22,6,3,2,3,Hit,14,Loss
8732,16,23,2,4,7,Stick,16,Win
8733,18,26,2,4,3,Stick,18,Win
8734,21,23,2,3,4,Stick,21,Win
8735,23,20,3,2,10,Hit,17,Loss
8736,15,19,2,3,10,Stick,15,Loss
8737,27,19,4,2,9,Hit Hit,17 17,Loss
8738,24,19,3,2,1,Hit,14,Loss
8739,17,18,4,4,4,Hit Hit Stick,6 15 17,Loss
8740,16,23,3,3,10,Hit Stick,16 16,Win
8741,21,19,3,2,9,Hit Stick,12 21,Win
8742,21,20,4,2,10,Hit Hit Stick,5 15 21,Win
8743,19,19,2,2,9,Stick,19,Draw
8744,23,20,3,2,10,Hit,18,Loss
8745,12,17,2,3,7,Stick,12,Loss
8746,20,24,2,3,10,Stick,20,Win
8747,18,18,3,2,8,Hit Stick,13 18,Draw
8748,19,19,3,4,3,Hit Stick,10 19,Draw
8749,17,17,2,3,9,Stick,17,Draw
8750,19,19,3,2,9,Hit Stick,13 19,Draw
8751,20,25,2,3,5,Stick,20,Win
8752,23,21,3,2,1,Hit,14,Loss
8753,12,21,3,3,6,Hit Stick,5 12,Loss
8754,18,18,2,4,2,Stick,18,Draw
8755,16,18,3,2,1,Hit Stick,15 16,Loss
8756,23,18,3,2,7,Hit,13,Loss
8757,13,24,2,4,4,Stick,13,Win
8758,19,19,2,2,9,Stick,19,Draw
8759,16,17,2,3,10,Stick,16,Loss
8760,12,25,2,3,10,Stick,12,Win
8761,19,18,4,2,10,Hit Hit Stick,8 14 19,Win
8762,19,26,3,4,5,Hit Stick,12 19,Win
8763,19,18,4,2,10,Hit Hit Stick,6 9 19,Win
8764,27,20,3,2,10,Hit,17,Loss
8765,22,13,3,2,1,Hit,12,Loss
8766,20,22,2,3,2,Stick,20,Win
8767,25,9,4,2,5,Hit Hit,10 15,Loss
8768,18,21,3,2,10,Hit Stick,12 18,Loss
8769,19,22,3,3,8,Hit Stick,11 19,Win
8770,22,16,3,2,6,Hit,12,Loss
8771,17,23,2,4,3,Stick,17,Win
8772,24,21,4,2,1,Hit Hit,12 16,Loss
8773,16,21,3,2,10,Hit Stick,12 16,Loss
8774,21,20,2,2,9,Stick,21,Win
8775,22,18,3,2,9,Hit,13,Loss
8776,19,21,4,3,6,Hit Hit Stick,4 12 19,Loss
8777,20,22,2,3,10,Stick,20,Win
8778,24,20,4,2,10,Hit Hit,8 14,Loss
8779,17,18,4,3,6,Hit Hit Stick,10 15 17,Loss
8780,19,21,2,2,10,Stick,19,Loss
8781,21,21,3,3,5,Hit Stick,14 21,Draw
8782,20,17,2,2,7,Stick,20,Win
8783,18,23,3,3,8,Hit Stick,10 18,Win
8784,13,18,2,4,7,Stick,13,Loss
8785,23,20,4,2,10,Hit Hit,9 15,Loss
8786,15,23,2,3,3,Stick,15,Win
8787,20,22,2,3,10,Stick,20,Win
8788,16,26,3,4,8,Hit Stick,11 16,Win
8789,22,16,5,2,10,Hit Hit Hit,6 9 15,Loss
8790,20,20,2,3,2,Stick,20,Draw
8791,17,22,3,3,10,Hit Stick,10 17,Win
8792,18,21,2,2,10,Stick,18,Loss
8793,19,25,3,3,10,Hit Stick,9 19,Win
8794,19,24,2,4,2,Stick,19,Win
8795,17,17,2,2,9,Stick,17,Draw
8796,19,17,4,2,10,Hit Hit Stick,13 13 19,Win
8797,19,22,2,3,10,Stick,19,Win
8798,23,9,3,2,3,Hit,15,Loss
8799,21,20,3,2,10,Hit Stick,14 21,Win
8800,15,22,4,4,1,Hit Hit Stick,9 11 15,Win
8801,19,21,2,2,1,Stick,19,Loss
8802,18,19,2,3,9,Stick,18,Loss
8803,13,18,2,3,10,Stick,13,Loss
8804,20,18,4,2,7,Hit Hit Stick,14 14 20,Win
8805,22,14,3,2,4,Hit,12,Loss
8806,19,22,3,3,10,Hit Stick,15 19,Win
8807,14,17,2,4,3,Stick,14,Loss
8808,17,17,2,2,8,Stick,17,Draw
8809,14,22,2,3,3,Stick,14,Win
8810,15,20,2,3,10,Stick,15,Loss
8811,20,20,2,2,10,Stick,20,Draw
8812,15,18,2,3,1,Stick,15,Loss
8813,20,21,2,3,2,Stick,20,Loss
8814,21,18,3,3,10,Hit Stick,11 21,Win
8815,17,18,2,4,7,Stick,17,Loss
8816,17,19,2,3,4,Stick,17,Loss
8817,13,23,3,4,10,Hit Stick,14 13,Win
8818,15,21,2,3,10,Stick,15,Loss
8819,25,18,3,2,7,Hit,15,Loss
8820,20,24,2,3,6,Stick,20,Win
8821,17,18,3,2,10,Hit Stick,12 17,Loss
8822,15,20,2,3,3,Stick,15,Loss
8823,16,25,3,5,2,Hit Stick,13 16,Win
8824,14,25,2,3,6,Stick,14,Win
8825,18,21,2,2,1,Stick,18,Loss
8826,16,21,2,3,10,Stick,16,Loss
8827,20,20,5,2,10,Hit Hit Hit Stick,6 16 18 20,Draw
8828,20,23,3,4,1,Hit Stick,9 20,Win
8829,17,17,4,2,7,Hit Hit Stick,15 15 17,Draw
8830,20,23,2,3,10,Stick,20,Win
8831,19,19,2,2,9,Stick,19,Draw
8832,13,20,2,3,10,Stick,13,Loss
8833,20,17,2,3,3,Stick,20,Win
8834,18,22,2,4,6,Stick,18,Win
8835,20,18,3,4,3,Hit Stick,10 20,Win
8836,20,18,2,2,1,Stick,20,Win
8837,13,25,3,4,6,Hit Stick,12 13,Win
8838,18,17,2,2,10,Stick,18,Win
8839,21,19,3,3,4,Hit Stick,15 21,Win
8840,20,23,2,3,3,Stick,20,Win
8841,19,19,2,2,10,Stick,19,Draw
8842,18,21,3,2,10,Hit Stick,12 18,Loss
8843,18,17,2,4,4,Stick,18,Win
8844,19,21,3,4,2,Hit Stick,9 19,Loss
8845,12,19,2,3,10,Stick,12,Loss
8846,13,23,4,4,7,Hit Hit Stick,10 12 13,Win
8847,12,25,2,3,10,Stick,12,Win
8848,25,12,4,2,2,Hit Hit,14 15,Loss
8849,24,20,3,2,10,Hit,18,Loss
8850,20,19,2,2,9,Stick,20,Win
8851,11,21,2,3,5,Stick,11,Loss
8852,22,20,4,2,10,Hit Hit,9 13,Loss
8853,17,17,2,4,10,Stick,17,Draw
8854,15,26,3,3,7,Hit Stick,12 15,Win
8855,19,19,2,2,10,Stick,19,Draw
8856,25,20,3,2,10,Hit,15,Loss
8857,14,19,2,3,3,Stick,14,Loss
8858,14,18,2,3,7,Stick,14,Loss
8859,20,17,2,4,6,Stick,20,Win
8860,14,23,3,3,10,Hit Stick,11 14,Win
8861,17,18,2,2,10,Stick,17,Loss
8862,21,20,2,4,5,Stick,21,Win
8863,17,18,2,2,8,Stick,17,Loss
8864,20,19,2,3,4,Stick,20,Win
8865,24,11,4,2,6,Hit Hit,5 15,Loss
8866,19,18,2,3,2,Stick,19,Win
8867,21,20,3,2,9,Hit Stick,11 21,Win
