Game,PlayerFinalHandSum,DealerFinalHandSum,PlayerNumCards,DealerNumCards,DealerVisibleCard,PlayerActions,PlayerHandProgression,Outcome
8774,19,17,2,2,10,Stick,19,Win
8775,18,18,2,4,4,Stick,18,Win
8776,23,20,3,2,1,Hit,17,Loss
8777,20,17,2,3,4,Stick,20,Win
8778,20,19,2,2,10,Stick,20,Win
8779,21,23,2,4,2,Stick,21,Win
8780,27,19,4,2,9,Hit Hit,10 17,Loss
8781,18,18,3,2,10,Hit Stick,14 18,Win
8782,23,20,4,2,10,Hit Hit,8 15,Loss
8783,14,18,3,3,5,Hit Stick,5 14,Loss
8784,18,18,3,2,10,Hit Stick,8 18,Win
8785,20,20,3,2,10,Hit Stick,18 20,Win
8786,13,17,2,3,10,Stick,13,Loss
8787,16,26,2,4,5,Stick,16,Win
8788,10,21,2,3,3,Stick,10,Loss
8789,15,18,3,3,4,Hit Stick,11 15,Loss
8790,21,19,3,2,9,Hit Stick,12 21,Win
8791,19,22,2,3,10,Stick,19,Win
8792,25,10,3,2,8,Hit,16,Loss
8793,17,19,3,4,6,Hit Stick,10 17,Loss
8794,26,20,4,2,10,Hit Hit,8 17,Loss
8795,28,21,3,2,10,Hit,18,Loss
8796,23,8,4,2,3,Hit Hit,9 15,Loss
8797,25,17,3,2,1,Hit,15,Loss
8798,19,22,4,3,9,Hit Hit Stick,15 19 19,Win
8799,20,24,2,5,5,Stick,20,Win
8800,15,20,4,3,6,Hit Hit Stick,10 13 15,Loss
8801,20,17,2,2,7,Stick,20,Win
8802,21,24,3,4,6,Hit Stick,13 21,Win
8803,21,20,3,2,10,Hit Stick,11 21,Win
8804,20,26,2,3,7,Stick,20,Win
8805,21,18,2,2,10,Stick,21,Win
8806,17,26,2,3,7,Stick,17,Win
8807,12,22,2,3,5,Stick,12,Win
8808,25,20,5,2,10,Hit Hit Hit,11 14 15,Loss
8809,23,20,3,2,10,Hit,17,Loss
8810,14,25,3,4,2,Hit Stick,15 14,Win
8811,18,20,3,3,3,Hit Stick,8 18,Loss
8812,17,22,2,3,2,Stick,17,Win
8813,18,21,2,2,1,Stick,18,Loss
8814,15,21,2,3,7,Stick,15,Loss
8815,23,20,4,2,10,Hit Hit,14 18,Loss
8816,23,10,3,2,2,Hit,13,Loss
8817,22,21,4,2,10,Hit Hit,13 17,Loss
8818,16,25,3,5,7,Hit Stick,14 16,Win
8819,20,21,2,4,3,Stick,20,Loss
8820,15,18,2,4,5,Stick,15,Loss
8821,13,17,3,3,10,Hit Stick,6 13,Loss
8822,21,21,3,2,10,Hit Stick,14 21,Win
8823,28,20,3,2,10,Hit,18,Loss
8824,20,21,3,2,10,Hit Stick,15 20,Loss
8825,20,20,3,3,8,Hit Stick,14 20,Win
8826,20,26,2,3,9,Stick,20,Win
8827,19,17,3,2,8,Hit Stick,15 19,Win
8828,21,22,4,3,10,Hit Hit Stick,8 11 21,Win
8829,16,18,2,5,4,Stick,16,Loss
8830,21,23,2,3,8,Stick,21,Win
8831,21,21,2,2,1,Stick,21,Win
8832,21,25,4,3,9,Hit Hit Stick,13 14 21,Win
8833,23,20,4,2,10,Hit Hit,9 17,Loss
8834,16,21,2,3,2,Stick,16,Loss
8835,20,19,3,2,10,Hit Stick,15 20,Win
8836,20,20,3,2,1,Hit Stick,10 20,Win
8837,15,26,3,3,6,Hit Stick,12 15,Win
8838,18,19,3,4,7,Hit Stick,10 18,Loss
8839,22,20,3,2,10,Hit,13,Loss
8840,16,17,4,2,10,Hit Hit Stick,14 16 16,Loss
8841,23,9,3,2,4,Hit,13,Loss
8842,23,17,4,2,8,Hit Hit,13 14,Loss
8843,17,23,2,3,4,Stick,17,Win
8844,18,17,3,4,3,Hit Stick,12 18,Win
8845,16,21,2,3,6,Stick,16,Loss
8846,16,21,3,3,7,Hit Stick,14 16,Loss
8847,28,21,3,2,10,Hit,18,Loss
8848,17,21,2,4,2,Stick,17,Loss
8849,20,19,3,3,8,Hit Stick,10 20,Win
8850,16,17,2,5,1,Stick,16,Loss
8851,16,24,3,3,6,Hit Stick,6 16,Win
8852,22,15,3,2,7,Hit,12,Loss
8853,21,17,2,2,7,Stick,21,Win
8854,20,21,2,2,10,Stick,20,Loss
8855,20,23,2,3,7,Stick,20,Win
8856,9,20,2,4,3,Stick,9,Loss
8857,11,25,2,3,6,Stick,11,Win
8858,10,22,2,3,10,Stick,10,Win
8859,21,23,2,3,8,Stick,21,Win
8860,18,25,3,4,5,Hit Stick,15 18,Win
8861,21,25,2,3,10,Stick,21,Win
8862,18,24,2,4,4,Stick,18,Win
8863,21,18,5,2,10,Hit Hit Hit Stick,7 14 15 21,Win
8864,21,18,3,2,9,Hit Stick,13 21,Win
8865,12,17,2,3,9,Stick,12,Loss
8866,20,17,4,2,10,Hit Hit Stick,8 13 20,Win
8867,21,23,2,3,5,Stick,21,Win
8868,29,20,3,2,10,Hit,19,Loss
8869,19,25,2,3,10,Stick,19,Win
8870,21,19,2,5,6,Stick,21,Win
8871,25,19,3,2,10,Hit,17,Loss
8872,20,19,2,4,5,Stick,20,Win
8873,19,18,3,2,8,Hit Stick,17 19,Win
8874,16,25,2,3,10,Stick,16,Win
8875,24,5,3,2,3,Hit,14,Loss
8876,13,25,3,6,5,Hit Stick,8 13,Win
8877,15,17,2,3,10,Stick,15,Loss
8878,18,21,2,3,10,Stick,18,Loss
